title1,title2,sourcename1,sourcename2,word_count1,word_count2,annotation_label,L1_distance,Cosine_Similarity,similarity_score,L1_distance_norm,Cosine_Similarity_norm,similarity_score_norm,Average_Score
the midwife of mining,strikes and employment contracts,semantic_scholar,jstor,4.0,4,0,27,0.5945744878515458,,0.2375,0.6285475545781085,,
transatlantic trade policy,discussion,semantic_scholar,jstor,3.0,1,0,22,0.3891448210580123,,0.175,0.4113799543209132,,
new keynesian macroeconomics,the morals of medicine,semantic_scholar,jstor,3.0,4,0,18,0.8087360843031886,,0.125,0.8549460134501508,,
the forfeiture of rights,computational problems in linear programming,repec,jstor,4.0,5,0,34,0.5983233804389636,,0.325,0.6325106530903101,,
demographic factors and savings,the judicial elite of israel,semantic_scholar,jstor,4.0,5,0,27,0.657744844490907,,0.2375,0.6953273677029044,,
inequality aversion in long-term contracts,political parties and electoral landscapes,repec,jstor,5.0,5,0,28,0.8119691072749203,,0.25,0.8583637663546182,,
president's address,interveners and unjust enrichment,repec,jstor,2.0,4,0,26,0.6773290651618166,,0.225,0.7160306004559581,,
interactive record linkage,specific safeguards against media prejudice,repec,jstor,3.0,5,0,31,0.782641657596768,,0.2875,0.8273605915567487,,
thirty years after the emergency,the demise of seriousness,scopus,jstor,5.0,4,0,25,0.6888888888888889,,0.2125,0.7282509346335313,,
some economics of mining taxation,voluntary medical care insurance,scopus,jstor,5.0,4,0,29,0.6982972487551755,,0.2625,0.7381968736325517,,
de omzet/artikel concentratiecurve als beleidsinstrument,acquittals of professional criminals,repec,jstor,5.0,4,0,34,0.7389522448494673,,0.325,0.7811748333307316,,
multivariate contemporaneous-threshold autoregressive models,incentive structure and the tuce,elsevier,jstor,4.0,5,0,36,0.7648876166063455,,0.35,0.8085921121207529,,
privacy regulation and market structure,when congress checks out,scopus,jstor,5.0,4,0,29,0.6400794772021404,,0.2625,0.6766526286467431,,
welfare effects of short-time compensation,theories of revolution,repec,jstor,5.0,3,0,24,0.8477912478906586,,0.2,0.8962327286862096,,
sped is the important thing,missing subjects,semantic_scholar,jstor,5.0,2,0,23,0.6245396314436588,,0.1875,0.6602248601339888,,
the importance of being structured,eepa interview with paul copperman,semantic_scholar,jstor,5.0,5,0,22,0.8169566267818108,,0.175,0.8636362650129349,,
the distribution of covid‐19–related risks,el salvador,semantic_scholar,jstor,5.0,2,0,35,0.570459226249834,,0.3375,0.6030543842227201,,
political institutions and growth collapses,income velocity,semantic_scholar,jstor,5.0,2,0,36,0.6879191604901097,,0.35,0.7272257974537306,,
commodity indices and futures markets,economic controls under full employment,semantic_scholar,jstor,5.0,5,0,22,0.7810117678007796,,0.175,0.8256375723784417,,
physical law from no law,insanity and drunkenness,semantic_scholar,jstor,5.0,3,0,30,0.44752064228896227,,0.275,0.4730912796988089,,
economic globalization and our strategies,china's hidden democratic legacy,semantic_scholar,jstor,5.0,4,0,25,0.8000640999960966,,0.2125,0.8457785253709729,,
the b-word,recognizing the crisis,semantic_scholar,jstor,2.0,3,0,20,0.4107919181288746,,0.15,0.43426393304117517,,
willingness to pay versus welfare,growth in physician supply projected,semantic_scholar,jstor,5.0,5,0,23,0.7692442360381202,,0.1875,0.8131976620493484,,
velkakirjojen hinnoittelu arbitraasimallissa,cooperatives and economic welfare,repec,jstor,3.0,4,0,35,0.7089616258276957,,0.3375,0.7494705967185397,,
inflation and economic growth,revealed preference and aggregation,ssrn,jstor,4.0,4,0,28,0.6026372228186306,,0.25,0.6370709817521953,,
aspects of japanese shipping history,spatial modeling of agricultural markets,ssrn,jstor,5.0,5,0,28,0.718657120562226,,0.25,0.7597200770281212,,
three essays in macroeconomics,income prospects and age-at-marriage,semantic_scholar,jstor,4.0,4,0,18,0.828236445561349,,0.125,0.8755605951932994,,
recession and normal directions,agricultural supply response under contract,semantic_scholar,jstor,4.0,5,0,24,0.7969456506662983,,0.2,0.8424818926691509,,
price disparity and business cycles,the dissolved foreign corporation,semantic_scholar,jstor,5.0,4,0,24,0.7160555702379255,,0.2,0.756969878141587,,
the end of the sea,prediction analysis in political research,scopus,jstor,5.0,5,0,29,0.5920503722554737,,0.2625,0.625879214920421,,
margin regulations and practices,front matter,semantic_scholar,jstor,4.0,2,0,24,0.6582805886043832,,0.2,0.6958937234064966,,
international cooperation against tax havens,mighell on methodology,semantic_scholar,jstor,5.0,3,0,38,0.5451081150953975,,0.375,0.5762547497824051,,
informal and underground economy,arab views,repec,jstor,4.0,2,0,30,0.39557740264262,,0.275,0.4181800836692798,,
selected letters of sukumar ray,front matter,scopus,jstor,5.0,2,0,21,0.6952217871538069,,0.1625,0.7349456849114814,,
the sustainability debate and accounting,collusion in auctions,semantic_scholar,jstor,5.0,3,0,25,0.7336129786704408,,0.2125,0.7755304897394092,,
day in court,discussion,semantic_scholar,jstor,3.0,1,0,10,0.4409585518440985,,0.025,0.46615424155419655,,
the black-scholes-merton dual equation,john dwyer's london stories,semantic_scholar,jstor,4.0,4,0,29,0.7092993656151906,,0.2625,0.7498276344351775,,
misallocation under trade liberalization,courts and congress,ssrn,jstor,4.0,3,0,29,0.637474412328547,,0.2625,0.6738987143950047,,
growth slowdowns redux,papua new guinea review,semantic_scholar,jstor,3.0,4,0,27,0.4700734936051405,,0.2375,0.49693276606121545,,
nan,wedding presents,repec,jstor,1.0,2,0,15,0.3380617018914066,,0.0875,0.3573780247251568,,
commodity prices at record level,intention and detriment,semantic_scholar,jstor,5.0,3,0,25,0.608595925611313,,0.2125,0.6433701556073194,,
data-driven mergers and personalization,the cold war,scopus,jstor,4.0,3,0,33,0.661494542692534,,0.3125,0.6992913178608653,,
holdinggesellschaft und konzern,correspondence,semantic_scholar,jstor,3.0,1,0,23,0.6695477899824346,,0.1875,0.7078047152465661,,
reform from within,altruism in law and economics,semantic_scholar,jstor,3.0,5,0,21,0.6400261077368837,,0.1625,0.6765962097327776,,
unequal bequests,trends in media use,repec,jstor,2.0,4,0,15,0.6510592946331426,,0.0875,0.6882598158654684,,
swearing is the curse,managing strategic weapons,semantic_scholar,jstor,4.0,3,0,17,0.7481242694102499,,0.1125,0.7908709331903839,,
editorial,book reviews,scopus,jstor,1.0,2,0,13,0.5276448530110864,,0.0625,0.5577936639095263,,
should japanese banks be recapitalized,the geographic characteristics of radio,semantic_scholar,jstor,5.0,5,0,33,0.734318911395936,,0.3125,0.7762767583691144,,
competitiveness of ciit sahiwal,in pursuit of urbanity,semantic_scholar,jstor,4.0,4,0,25,0.6716800224834203,,0.2125,0.7100587802151612,,
commonality in disagreement,farm variability within block samples,semantic_scholar,jstor,3.0,5,0,26,0.7666835067423493,,0.225,0.8104906166417843,,
public policy brief,fighting back,semantic_scholar,jstor,3.0,2,0,20,0.5329480400990121,,0.15,0.5633998669062787,,
errors in costing systems,economic literacy among corporate employees,semantic_scholar,jstor,4.0,5,0,26,0.7020131848089419,,0.225,0.7421251325257363,,
consideration of future consequences−driving scale,free trade with mexico,semantic_scholar,jstor,5.0,4,0,36,0.7472978698485586,,0.35,0.7899973144357643,,
agricultural revolution benefits all,measuring industrial disequilibria,semantic_scholar,jstor,4.0,3,0,22,0.7741362848505949,,0.175,0.8183692349654159,,
bond market emergence,evaluating monetary policy options,semantic_scholar,jstor,3.0,4,0,29,0.5923057020691221,,0.2625,0.6261491338847538,,
strawberries for bigger profits,looking beyond noriega,semantic_scholar,jstor,4.0,3,0,27,0.5775401558151151,,0.2375,0.6105399071527058,,
intraurban variation of residential quality,america agonistes,semantic_scholar,jstor,5.0,2,0,34,0.7952363049696013,,0.325,0.8406748776028472,,
the family economy,induced voluntary confessions,semantic_scholar,jstor,3.0,3,0,19,0.6563301233138936,,0.1375,0.6938318115457024,,
essays on ethiopian economic development,cooperative area research,semantic_scholar,jstor,5.0,3,0,27,0.7129062309432055,,0.2375,0.753640590470019,,
contests with group-specific public-good prizes,trusts of imperfect obligation,scopus,jstor,5.0,4,0,25,0.860172051617206,,0.2125,0.9093209523907825,,
household energy checks,the atomic dilemma,semantic_scholar,jstor,3.0,3,0,23,0.5144957554275265,,0.1875,0.5438932472251174,,
applied microeconomics and econometrics,eccentrically contested concepts,semantic_scholar,jstor,4.0,3,0,21,0.8155004568935978,,0.1625,0.8620968918292758,,
empirical likelihood in econometrics,power and intention,semantic_scholar,jstor,4.0,3,0,25,0.716723634678411,,0.2125,0.7576761147510404,,
the transition of ukraine's economy,democracy lite in dubai,semantic_scholar,jstor,5.0,4,0,22,0.7666551362374198,,0.175,0.8104606250900781,,
on modernizing local public finance,obscene publications,semantic_scholar,jstor,5.0,2,0,23,0.8020431103403958,,0.1875,0.8478706133058064,,
behavioural finance unpicked,introduction,semantic_scholar,jstor,3.0,1,0,22,0.5872202195147035,,0.175,0.6207730747218729,,
disability and early intervention,richard holbrooke on bosnia,repec,jstor,4.0,4,0,26,0.6600598970416651,,0.225,0.6977746987761848,,
sluggish raw material markets,the british loan,scopus,jstor,4.0,3,0,21,0.7267523746672638,,0.1625,0.7682778814334127,,
should we fear deflation,the rebirth of social democracy,semantic_scholar,jstor,4.0,5,0,19,0.8001811389132238,,0.1375,0.8459022517108241,,
three worlds of labour economics,the libyan menace,semantic_scholar,jstor,5.0,3,0,21,0.6151985873962965,,0.1625,0.6503500832756823,,
bad news for refugees,black africa and the arabs,semantic_scholar,jstor,4.0,5,0,23,0.5891919442313746,,0.1875,0.6228574607395828,,
public policy and national saving,secularization and states of modernity,semantic_scholar,jstor,5.0,5,0,25,0.7782896421160246,,0.2125,0.8227599086418264,,
nan,front matter,repec,jstor,1.0,2,0,11,0.30000000000000004,,0.0375,0.31714153605008627,,
prudence and self-concern,front matter,semantic_scholar,jstor,3.0,2,0,21,0.48670858416678797,,0.1625,0.5145183599713927,,
divergent divisions of labour,changing india,semantic_scholar,jstor,4.0,2,0,25,0.6114295984380818,,0.2125,0.6463657401171354,,
the dogev model,the great oil sheikdown,repec,jstor,3.0,4,0,14,0.7924058156930615,,0.075,0.8376826585463968,,
nan,complex demoeconomic dynamics,repec,jstor,1.0,3,0,26,0.2515773027133138,,0.225,0.2659520407261262,,
nan,failure in australian universities,repec,jstor,1.0,4,0,31,0.4152273992686999,,0.2875,0.43895285071385975,,
factors in industrial retardation,the population problem in egypt,semantic_scholar,jstor,4.0,5,0,30,0.6558384138343331,,0.275,0.6933120065469083,,
asset allocation： evidence from china,drane v. evangelou,semantic_scholar,jstor,5.0,3,0,27,0.748987990363489,,0.2375,0.7917840058231469,,
issa news,firm mobility and location equilibrium,scopus,jstor,2.0,5,0,37,0.37401966576974754,,0.3625,0.3953905710505253,,
international voting procedures,nursing home–acquired bloodstream infection,semantic_scholar,jstor,3.0,4,0,18,0.9166023347994702,,0.125,0.9689755746846646,,
kobiety to często lepsi pracownicy,pre-trial procedure,semantic_scholar,jstor,5.0,2,0,29,0.5765566601970551,,0.2625,0.6095002161160055,,
the romanian property taxation system,rational models of irrational behavior,semantic_scholar,jstor,5.0,5,0,25,0.8141264842560705,,0.2125,0.8606444125200884,,
editor's note amendments,why reagan is strong,scopus,jstor,3.0,4,0,20,0.6565321642986128,,0.15,0.6940453968398321,,
deadlock in kashmir,overcapacity and the acceleration principle,semantic_scholar,jstor,3.0,5,0,34,0.7308550160633814,,0.325,0.7726149414141708,,
bitcoin will bite the dust,antitrust and the classic model,repec,jstor,5.0,5,0,15,0.8186216918157271,,0.0875,0.8653964692878666,,
green tax reforms and habits,agricultural policy,scopus,jstor,5.0,2,0,29,0.4648348401006841,,0.2625,0.4913947839970906,,
endogenous growth and sustainable tourism,anti-americanism in pakistan,semantic_scholar,jstor,5.0,3,0,33,0.6783659156769423,,0.3125,0.7171266950060291,,
us perpetual trusts,letters,semantic_scholar,jstor,3.0,1,0,12,0.7191465199607916,,0.05,0.7602374399514648,,
government policies towards small-scale mining,democratic dialectics,scopus,jstor,5.0,2,0,31,0.7293249574894728,,0.2875,0.770997457659584,,
iii.16 investment barriers-to-entry,the machinery of law reform,semantic_scholar,jstor,3.0,5,0,32,0.6434082810617122,,0.3,0.6801716352108567,,
memory and infrequent breaks,the luck of the president,elsevier,jstor,4.0,5,0,19,0.7401494212777379,,0.1375,0.7824404145686805,,
generalized smooth finite mixtures,legal implications of artificial insemination,elsevier,jstor,4.0,5,0,29,0.7862824513112914,,0.2625,0.8312094145936336,,
the clown and the emperor,discretion and incentives in organizations,semantic_scholar,jstor,5.0,5,0,31,0.6415237316164989,,0.2875,0.678179405524799,,
gene routes in colorectal cancer,the actu congress of 2012,repec,jstor,5.0,5,0,21,0.8000000000000002,,0.1625,0.84571076280023,,
l'omc en quête d'un avenir,hidden saudi squalor,repec,jstor,5.0,3,0,20,0.6577333568584459,,0.15,0.6953152236848902,,
reforming energy policy in india,political change in north korea,semantic_scholar,jstor,5.0,5,0,21,0.8239120910959046,,0.1625,0.8709891538013125,,
public sector economics,exchange rate policy for australia,semantic_scholar,jstor,3.0,5,0,23,0.67005939426049,,0.1875,0.7083455518018738,,
the economic theory of rights,the dictatorship of art,semantic_scholar,jstor,5.0,4,0,16,0.8457566455781461,,0.1,0.8940818723440721,,
the money multiplier,comment,semantic_scholar,jstor,3.0,1,0,15,0.6111111111111112,,0.0875,0.6460290549168424,,
paradigma lokalisme dalam perencanaan spasial,formalities relating to gifts,semantic_scholar,jstor,5.0,4,0,34,0.6242194517126963,,0.325,0.6598863858283571,,
economic development in burma,enforcing the contract of employment,semantic_scholar,jstor,4.0,5,0,19,0.8688100585711448,,0.1375,0.9184525217033941,,
competition and exchange,in memoriam,semantic_scholar,jstor,3.0,2,0,19,0.6291528696058958,,0.1375,0.6651016915904446,,
integrating multi-market risk models,letters,semantic_scholar,jstor,4.0,1,0,29,0.6462303276414969,,0.2625,0.6831549291679161,,
common and codependent cycles,editor's comment,semantic_scholar,jstor,4.0,2,0,21,0.7749130248475834,,0.1625,0.819190356684604,,
technology-traditing coalitions in supergames,asia in 2012,semantic_scholar,jstor,4.0,3,0,41,0.5540165219281308,,0.4125,0.5856721692047122,,
decision comfort,rethinking the economic torts,scopus,jstor,2.0,4,0,17,0.8045822812818135,,0.1125,0.8505548685479896,,
globalized green lanternism,back matter,semantic_scholar,jstor,3.0,2,0,22,0.528943683925829,,0.175,0.5591667080140957,,
full substitutability in trading networks,work and the teen-ager,semantic_scholar,jstor,5.0,4,0,29,0.5882357548280667,,0.2625,0.6218466361525166,,
standing for the structural constitution,why firms change hands,semantic_scholar,jstor,5.0,4,0,28,0.6013377943029549,,0.25,0.6356973059006996,,
the overhang hangover,team diversity and information use,semantic_scholar,jstor,3.0,5,0,25,0.6387140179060972,,0.2125,0.6752091491182064,,
efficient communication in organizations,new conceptual framework for sustainability,semantic_scholar,jstor,4.0,5,0,27,0.8190628295131,,0.2375,0.8658628129110482,,
financial stability and the macroeconomy,nber board of directors,semantic_scholar,jstor,5.0,4,0,27,0.6715462212314444,,0.2375,0.709917333766571,,
economic structure and aggregate accounts,professional bias and water reuse,repec,jstor,5.0,5,0,24,0.7597456497402568,,0.2,0.8031563412199861,,
posterior distribution of nondifferentiable functions,some problems of linear discrimination,elsevier,jstor,5.0,5,0,25,0.8782235454283157,,0.2125,0.928403880641629,,
economics imperialism versus multidisciplinarity,discussion,scopus,jstor,4.0,1,0,38,0.7276647516790936,,0.375,0.7692423902567077,,
hierarchical bank supervision,american occupation policies in germany,repec,jstor,3.0,5,0,24,0.8542383021868528,,0.2,0.9030481576945207,,
interest rate derivatives,the changing soviet elite,semantic_scholar,jstor,3.0,4,0,18,0.8025136154885453,,0.125,0.848368002390485,,
